WL_nm,Blue,Green,Red,NIR,Pan
859,-0.0002,-0.0002,0.0000,0.1535,0.1523
860,-0.0002,-0.0002,0.0000,0.1557,0.1546
861,-0.0002,-0.0002,0.0000,0.1528,0.1517
862,-0.0002,-0.0002,0.0000,0.1512,0.1501
863,-0.0002,-0.0002,0.0000,0.1481,0.1470
864,-0.0002,-0.0002,0.0000,0.1474,0.1464
865,-0.0002,-0.0002,0.0000,0.1432,0.1423
866,-0.0002,-0.0002,0.0000,0.1414,0.1405
867,-0.0002,-0.0002,0.0000,0.1395,0.1387
868,-0.0001,-0.0002,0.0001,0.1373,0.1366
869,-0.0002,-0.0002,0.0001,0.1362,0.1355
870,-0.0001,-0.0001,0.0001,0.1347,0.1339
871,-0.0001,-0.0002,0.0000,0.1312,0.1303
872,-0.0001,-0.0001,0.0001,0.1298,0.1288
873,-0.0001,-0.0002,0.0001,0.1288,0.1276
874,-0.0001,-0.0001,0.0001,0.1265,0.1252
875,-0.0001,-0.0001,0.0001,0.1235,0.1222
876,-0.0001,-0.0001,0.0001,0.1209,0.1196
877,-0.0001,-0.0001,0.0001,0.1193,0.1181
878,-0.0001,-0.0001,0.0001,0.1164,0.1152
879,-0.0001,-0.0001,0.0001,0.1154,0.1142
880,-0.0001,-0.0001,0.0001,0.1142,0.1128
881,-0.0001,-0.0001,0.0001,0.1113,0.1093
882,-0.0001,-0.0001,0.0001,0.1083,0.1053
883,-0.0001,-0.0001,0.0001,0.1039,0.0998
884,-0.0001,-0.0001,0.0001,0.0981,0.0929
885,-0.0001,-0.0001,0.0001,0.0911,0.0852
886,-0.0001,-0.0001,0.0001,0.0843,0.0786
887,-0.0001,-0.0001,0.0001,0.0777,0.0729
888,-0.0001,-0.0001,0.0001,0.0710,0.0673
889,-0.0001,-0.0001,0.0001,0.0646,0.0614
890,-0.0001,-0.0001,0.0001,0.0584,0.0552
891,-0.0001,-0.0001,0.0001,0.0512,0.0472
892,-0.0001,-0.0001,0.0000,0.0433,0.0387
893,-0.0001,-0.0001,0.0000,0.0348,0.0303
894,-0.0001,-0.0001,-0.0000,0.0268,0.0231
895,-0.0000,-0.0001,-0.0000,0.0201,0.0175
896,-0.0000,-0.0001,-0.0000,0.0153,0.0133
897,-0.0000,-0.0001,-0.0000,0.0118,0.0102
898,-0.0000,-0.0000,-0.0000,0.0094,0.0079
899,-0.0000,-0.0000,-0.0000,0.0075,0.0060
900,-0.0000,-0.0000,-0.0000,0.0058,0.0043
901,-0.0000,-0.0000,-0.0000,0.0044,0.0030
902,-0.0000,-0.0000,-0.0000,0.0032,0.0021
903,-0.0000,-0.0000,-0.0000,0.0022,0.0014
904,-0.0000,-0.0000,-0.0000,0.0015,0.0009
905,-0.0000,-0.0000,-0.0000,0.0009,0.0006
906,-0.0000,-0.0000,-0.0000,0.0006,0.0004
907,-0.0000,-0.0000,-0.0000,0.0004,0.0003
908,-0.0000,-0.0000,0.0000,0.0002,0.0002
909,-0.0000,-0.0000,-0.0000,0.0002,0.0001
910,-0.0000,-0.0000,-0.0000,0.0001,0.0001
911,-0.0000,-0.0000,-0.0000,0.0001,0.0001
912,-0.0000,-0.0000,-0.0000,0.0000,0.0000
913,-0.0000,-0.0000,-0.0000,0.0000,0.0000
914,-0.0000,-0.0000,0.0000,0.0000,0.0000
915,-0.0000,-0.0000,0.0000,0.0000,0.0000
916,-0.0000,-0.0000,0.0000,0.0000,0.0000
917,-0.0000,-0.0000,0.0000,-0.0000,0.0000
918,-0.0000,-0.0000,0.0000,-0.0000,0.0000
919,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
920,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
921,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
922,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
923,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
924,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
925,-0.0000,-0.0000,0.0000,-0.0000,-0.0000
926,-0.0000,-0.0000,0.0000,-0.0000,-0.0000
927,-0.0000,-0.0000,0.0000,-0.0000,-0.0000
928,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
929,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
930,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
931,0.0000,-0.0000,-0.0000,-0.0000,-0.0000
932,-0.0000,0.0000,0.0000,-0.0000,-0.0000
933,-0.0000,-0.0000,0.0000,-0.0000,-0.0000
934,-0.0000,-0.0000,0.0000,-0.0000,-0.0000
935,-0.0000,-0.0000,0.0000,-0.0000,-0.0000
936,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
937,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
938,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
939,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
940,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
941,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
942,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
943,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
944,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
945,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
946,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
947,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
948,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
949,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
950,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
951,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
952,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
953,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
954,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
955,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
956,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
957,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
958,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
959,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
960,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
961,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
962,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
963,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
964,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
965,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
966,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
967,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
968,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
969,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
970,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
971,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
972,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
973,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
974,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
975,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
976,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
977,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
978,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
979,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
980,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
981,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
982,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
983,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
984,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
985,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
986,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
987,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
988,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
989,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
990,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
991,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
992,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
993,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
994,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
995,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
996,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
