WL_nm,Blue,Green,Red,NIR,Pan
866,0.0000,0.0001,0.0000,0.0979,0.0972
867,0.0000,0.0000,0.0000,0.0940,0.0935
868,0.0000,0.0001,0.0000,0.0913,0.0923
869,0.0000,0.0001,0.0000,0.0920,0.0913
870,0.0000,0.0001,0.0000,0.0898,0.0896
871,0.0000,0.0001,0.0000,0.0852,0.0848
872,0.0000,0.0001,0.0000,0.0854,0.0841
873,0.0000,0.0001,0.0000,0.0855,0.0838
874,0.0000,0.0001,0.0000,0.0835,0.0831
875,0.0000,0.0001,0.0000,0.0799,0.0783
876,0.0000,0.0000,0.0000,0.0785,0.0778
877,0.0000,0.0000,0.0000,0.0808,0.0773
878,0.0000,0.0000,0.0000,0.0760,0.0751
879,0.0000,0.0001,0.0000,0.0766,0.0755
880,0.0001,0.0001,0.0000,0.0780,0.0756
881,0.0001,0.0001,0.0000,0.0769,0.0765
882,0.0001,0.0001,0.0000,0.0755,0.0756
883,0.0001,0.0001,0.0001,0.0758,0.0761
884,0.0001,0.0001,0.0001,0.0718,0.0729
885,0.0001,0.0000,0.0001,0.0723,0.0724
886,0.0001,0.0000,0.0001,0.0727,0.0719
887,0.0001,0.0001,0.0001,0.0735,0.0722
888,0.0001,0.0001,0.0001,0.0723,0.0711
889,0.0001,0.0001,0.0001,0.0724,0.0693
890,0.0001,0.0001,0.0001,0.0697,0.0682
891,0.0001,0.0002,0.0001,0.0695,0.0668
892,0.0001,0.0002,0.0001,0.0683,0.0659
893,0.0001,0.0003,0.0001,0.0689,0.0674
894,0.0001,0.0003,0.0001,0.0667,0.0669
895,0.0001,0.0003,0.0001,0.0679,0.0684
896,0.0001,0.0003,0.0001,0.0646,0.0672
897,0.0001,0.0003,0.0001,0.0600,0.0636
898,0.0001,0.0002,0.0001,0.0561,0.0596
899,0.0001,0.0001,0.0001,0.0488,0.0533
900,0.0001,0.0001,0.0001,0.0395,0.0438
901,0.0001,0.0000,0.0001,0.0296,0.0338
902,0.0001,0.0000,0.0001,0.0226,0.0262
903,0.0001,0.0000,0.0001,0.0162,0.0192
904,0.0001,0.0000,0.0000,0.0120,0.0143
905,0.0001,0.0000,0.0000,0.0088,0.0106
906,0.0000,0.0000,0.0000,0.0065,0.0078
907,0.0000,0.0000,0.0000,0.0050,0.0060
908,0.0000,0.0000,0.0000,0.0038,0.0045
909,0.0000,0.0000,0.0000,0.0027,0.0031
910,0.0000,0.0000,0.0000,0.0020,0.0022
911,0.0000,0.0000,0.0001,0.0015,0.0015
912,0.0000,0.0000,0.0001,0.0012,0.0011
913,0.0000,0.0000,0.0001,0.0010,0.0008
914,0.0000,0.0000,0.0001,0.0008,0.0006
915,0.0000,0.0000,0.0001,0.0007,0.0005
916,0.0000,0.0000,0.0001,0.0006,0.0004
917,0.0000,0.0000,0.0001,0.0005,0.0003
918,0.0000,0.0000,0.0001,0.0004,0.0002
919,0.0000,0.0000,0.0001,0.0003,0.0002
920,0.0000,0.0000,0.0000,0.0003,0.0001
921,0.0000,0.0000,0.0000,0.0002,0.0001
922,0.0000,0.0000,0.0000,0.0002,0.0001
923,0.0000,0.0000,0.0000,0.0001,0.0001
924,0.0000,0.0000,0.0000,0.0001,0.0001
925,0.0000,0.0000,0.0000,0.0001,0.0000
926,0.0000,0.0000,0.0000,0.0000,0.0000
927,0.0000,0.0000,0.0000,0.0000,0.0000
928,0.0000,0.0000,0.0000,0.0000,0.0000
929,0.0000,0.0000,0.0000,0.0000,0.0000
930,0.0000,0.0000,0.0000,0.0000,0.0000
931,0.0000,0.0000,0.0000,0.0000,0.0000
932,0.0000,0.0000,0.0000,0.0000,0.0000
933,0.0000,0.0000,0.0000,0.0000,0.0000
934,0.0000,0.0000,0.0000,0.0000,0.0000
935,0.0000,0.0000,0.0000,0.0000,0.0000
936,0.0000,0.0000,0.0000,0.0000,0.0000
937,0.0000,0.0000,0.0000,0.0000,0.0000
938,0.0000,0.0000,0.0000,0.0000,0.0000
939,0.0000,0.0000,0.0000,0.0000,0.0000
940,0.0000,0.0000,0.0000,0.0000,0.0000
941,0.0000,0.0000,0.0000,0.0000,0.0000
942,0.0000,0.0000,0.0000,0.0000,0.0000
943,0.0000,0.0000,0.0000,0.0000,0.0000
944,0.0000,0.0000,0.0000,0.0000,0.0000
945,0.0000,0.0000,0.0000,0.0000,0.0000
946,0.0000,0.0000,0.0000,0.0000,0.0000
947,0.0000,0.0000,0.0000,0.0000,0.0000
948,0.0000,0.0000,0.0000,0.0000,0.0000
949,0.0000,0.0000,0.0000,0.0000,0.0000
950,0.0000,0.0000,0.0000,0.0000,0.0000
951,0.0000,0.0000,0.0000,0.0000,0.0000
952,0.0000,0.0000,0.0000,0.0000,0.0000
953,0.0000,0.0000,0.0000,0.0000,0.0000
954,0.0000,0.0000,0.0000,0.0000,0.0000
955,0.0000,0.0000,0.0000,0.0000,0.0000
956,0.0000,0.0000,0.0000,0.0000,0.0000
957,0.0000,0.0000,0.0000,0.0000,0.0000
958,0.0000,0.0000,0.0000,0.0000,0.0000
959,0.0000,0.0000,0.0000,0.0000,0.0000
960,0.0000,0.0000,0.0000,0.0000,0.0000
961,0.0000,0.0000,0.0000,0.0000,0.0000
962,0.0000,0.0000,0.0000,0.0000,0.0000
963,0.0000,0.0000,0.0000,0.0000,0.0000
964,0.0000,0.0000,0.0000,0.0000,0.0000
965,0.0000,0.0000,0.0000,0.0000,0.0000
966,0.0000,0.0000,0.0000,0.0000,0.0000
967,0.0000,0.0000,0.0000,0.0000,0.0000
968,0.0000,0.0000,0.0000,0.0000,0.0000
969,0.0000,0.0000,0.0000,0.0000,0.0000
970,0.0000,0.0000,0.0000,0.0000,0.0000
971,0.0000,0.0000,0.0000,0.0000,0.0000
972,0.0000,0.0000,0.0000,0.0000,0.0000
973,0.0000,0.0000,0.0000,0.0000,0.0000
974,0.0000,0.0000,0.0000,0.0000,0.0000
975,0.0000,0.0000,0.0000,0.0000,0.0000
976,0.0000,0.0000,0.0000,0.0000,0.0000
977,0.0000,0.0000,0.0000,0.0000,0.0000
978,0.0000,0.0000,0.0000,0.0000,0.0000
979,0.0000,0.0000,0.0000,0.0000,0.0000
980,0.0000,0.0000,0.0000,0.0000,0.0000
981,0.0000,0.0000,0.0000,0.0000,0.0000
982,0.0000,0.0000,0.0000,0.0000,0.0000
983,0.0000,0.0000,0.0000,0.0000,0.0000
984,0.0000,0.0000,0.0000,0.0000,0.0000
985,0.0000,0.0000,0.0000,0.0000,0.0000
986,0.0000,0.0000,0.0000,0.0000,0.0000
987,0.0000,0.0000,0.0000,0.0000,0.0000
988,0.0000,0.0000,0.0000,0.0000,0.0000
989,0.0000,0.0000,0.0000,0.0000,0.0000
990,0.0000,0.0000,0.0000,0.0000,0.0000
991,0.0000,0.0000,0.0000,0.0000,0.0000
992,0.0000,0.0000,0.0000,0.0000,0.0000
993,0.0000,0.0000,0.0000,0.0000,0.0000
994,0.0000,0.0000,0.0000,0.0000,0.0000
995,0.0000,0.0000,0.0000,0.0000,0.0000
996,0.0000,0.0000,0.0000,0.0000,0.0000
