nm,Band_1p,Band_1,Band_2,Band_3,Band_4,Band_4p,Band_5p,Band_5,Band_7,Pan
1247,0.0,0.0,0.0,0.0,0.0,0.0,0.98238,0.0,0.0,0.0
1248,0.0,0.0,0.0,0.0,0.0,0.0,0.97917,0.0,0.0,0.0
1249,0.0,0.0,0.0,0.0,0.0,0.0,0.9786,0.0,0.0,0.0
1250,0.0,0.0,0.0,0.0,0.0,0.0,0.97868,0.0,0.0,0.0
1251,0.0,0.0,0.0,0.0,0.0,0.0,0.97658,0.0,0.0,0.0
1252,0.0,0.0,0.0,0.0,0.0,0.0,0.97434,0.0,0.0,0.0
1253,0.0,0.0,0.0,0.0,0.0,0.0,0.97124,0.0,0.0,0.0
1254,0.0,0.0,0.0,0.0,0.0,0.0,0.97138,0.0,0.0,0.0
1255,0.0,0.0,0.0,0.0,0.0,0.0,0.97151,0.0,0.0,0.0
1256,0.0,0.0,0.0,0.0,0.0,0.0,0.97064,0.0,0.0,0.0
1257,0.0,0.0,0.0,0.0,0.0,0.0,0.96939,0.0,0.0,0.0
1258,0.0,0.0,0.0,0.0,0.0,0.0,0.97053,0.0,0.0,0.0
1259,0.0,0.0,0.0,0.0,0.0,0.0,0.97402,0.0,0.0,0.0
1260,0.0,0.0,0.0,0.0,0.0,0.0,0.97648,0.0,0.0,0.0
1261,0.0,0.0,0.0,0.0,0.0,0.0,0.97859,0.0,0.0,0.0
1262,0.0,0.0,0.0,0.0,0.0,0.0,0.98136,0.0,0.0,0.0
1263,0.0,0.0,0.0,0.0,0.0,0.0,0.98739,0.0,0.0,0.0
1264,0.0,0.0,0.0,0.0,0.0,0.0,0.99241,0.0,0.0,0.0
1265,0.0,0.0,0.0,0.0,0.0,0.0,0.99513,0.0,0.0,0.0
1266,0.0,0.0,0.0,0.0,0.0,0.0,0.99592,0.0,0.0,0.0
1267,0.0,0.0,0.0,0.0,0.0,0.0,0.99839,0.0,0.0,0.0
1268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1269,0.0,0.0,0.0,0.0,0.0,0.0,0.99718,0.0,0.0,0.0
1270,0.0,0.0,0.0,0.0,0.0,0.0,0.99096,0.0,0.0,0.0
1271,0.0,0.0,0.0,0.0,0.0,0.0,0.98288,0.0,0.0,0.0
1272,0.0,0.0,0.0,0.0,0.0,0.0,0.97345,0.0,0.0,0.0
1273,0.0,0.0,0.0,0.0,0.0,0.0,0.96248,0.0,0.0,0.0
1274,0.0,0.0,0.0,0.0,0.0,0.0,0.94962,0.0,0.0,0.0
1275,0.0,0.0,0.0,0.0,0.0,0.0,0.93565,0.0,0.0,0.0
1276,0.0,0.0,0.0,0.0,0.0,0.0,0.9216,0.0,0.0,0.0
1277,0.0,0.0,0.0,0.0,0.0,0.0,0.91033,0.0,0.0,0.0
1278,0.0,0.0,0.0,0.0,0.0,0.0,0.89953,0.0,0.0,0.0
1279,0.0,0.0,0.0,0.0,0.0,0.0,0.88971,0.0,0.0,0.0
1280,0.0,0.0,0.0,0.0,0.0,0.0,0.88328,0.0,0.0,0.0
1281,0.0,0.0,0.0,0.0,0.0,0.0,0.87933,0.0,0.0,0.0
1282,0.0,0.0,0.0,0.0,0.0,0.0,0.8746,0.0,0.0,0.0
1283,0.0,0.0,0.0,0.0,0.0,0.0,0.86534,0.0,0.0,0.0
1284,0.0,0.0,0.0,0.0,0.0,0.0,0.85013,0.0,0.0,0.0
1285,0.0,0.0,0.0,0.0,0.0,0.0,0.8215,0.0,0.0,0.0
1286,0.0,0.0,0.0,0.0,0.0,0.0,0.77784,0.0,0.0,0.0
1287,0.0,0.0,0.0,0.0,0.0,0.0,0.72296,0.0,0.0,0.0
1288,0.0,0.0,0.0,0.0,0.0,0.0,0.64128,0.0,0.0,0.0
1289,0.0,0.0,0.0,0.0,0.0,0.0,0.55132,0.0,0.0,0.0
1290,0.0,0.0,0.0,0.0,0.0,0.0,0.46611,0.0,0.0,0.0
1291,0.0,0.0,0.0,0.0,0.0,0.0,0.37849,0.0,0.0,0.0
1292,0.0,0.0,0.0,0.0,0.0,0.0,0.29824,0.0,0.0,0.0
1293,0.0,0.0,0.0,0.0,0.0,0.0,0.23618,0.0,0.0,0.0
1294,0.0,0.0,0.0,0.0,0.0,0.0,0.18329,0.0,0.0,0.0
1295,0.0,0.0,0.0,0.0,0.0,0.0,0.14018,0.0,0.0,0.0
1296,0.0,0.0,0.0,0.0,0.0,0.0,0.11109,0.0,0.0,0.0
1297,0.0,0.0,0.0,0.0,0.0,0.0,0.08671,0.0,0.0,0.0
1298,0.0,0.0,0.0,0.0,0.0,0.0,0.06765,0.0,0.0,0.0
1299,0.0,0.0,0.0,0.0,0.0,0.0,0.05409,0.0,0.0,0.0
1300,0.0,0.0,0.0,0.0,0.0,0.0,0.04397,0.0,0.0,0.0
1301,0.0,0.0,0.0,0.0,0.0,0.0,0.03536,0.0,0.0,0.0
1302,0.0,0.0,0.0,0.0,0.0,0.0,0.02907,0.0,0.0,0.0
1303,0.0,0.0,0.0,0.0,0.0,0.0,0.02415,0.0,0.0,0.0
1304,0.0,0.0,0.0,0.0,0.0,0.0,0.02004,0.0,0.0,0.0
1305,0.0,0.0,0.0,0.0,0.0,0.0,0.01693,0.0,0.0,0.0
1306,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0
1307,0.0,0.0,0.0,0.0,0.0,0.0,0.01226,0.0,0.0,0.0
1308,0.0,0.0,0.0,0.0,0.0,0.0,0.01053,0.0,0.0,0.0
1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0
1310,0.0,0.0,0.0,0.0,0.0,0.0,0.00824,0.0,0.0,0.0
1311,0.0,0.0,0.0,0.0,0.0,0.0,0.00719,0.0,0.0,0.0
1312,0.0,0.0,0.0,0.0,0.0,0.0,0.00629,0.0,0.0,0.0
1313,0.0,0.0,0.0,0.0,0.0,0.0,0.00562,0.0,0.0,0.0
1314,0.0,0.0,0.0,0.0,0.0,0.0,0.00515,0.0,0.0,0.0
1315,0.0,0.0,0.0,0.0,0.0,0.0,0.00485,0.0,0.0,0.0
1316,0.0,0.0,0.0,0.0,0.0,0.0,0.00418,0.0,0.0,0.0
1317,0.0,0.0,0.0,0.0,0.0,0.0,0.00403,0.0,0.0,0.0
1318,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0
1319,0.0,0.0,0.0,0.0,0.0,0.0,0.00327,0.0,0.0,0.0
1320,0.0,0.0,0.0,0.0,0.0,0.0,0.00309,0.0,0.0,0.0
1321,0.0,0.0,0.0,0.0,0.0,0.0,0.00298,0.0,0.0,0.0
1322,0.0,0.0,0.0,0.0,0.0,0.0,0.00267,0.0,0.0,0.0
1323,0.0,0.0,0.0,0.0,0.0,0.0,0.00248,0.0,0.0,0.0
1324,0.0,0.0,0.0,0.0,0.0,0.0,0.00239,0.0,0.0,0.0
1325,0.0,0.0,0.0,0.0,0.0,0.0,0.00217,0.0,0.0,0.0
1326,0.0,0.0,0.0,0.0,0.0,0.0,0.00193,0.0,0.0,0.0
1327,0.0,0.0,0.0,0.0,0.0,0.0,0.00183,0.0,0.0,0.0
1328,0.0,0.0,0.0,0.0,0.0,0.0,0.00183,0.0,0.0,0.0
1329,0.0,0.0,0.0,0.0,0.0,0.0,0.00158,0.0,0.0,0.0
1330,0.0,0.0,0.0,0.0,0.0,0.0,0.00135,0.0,0.0,0.0
1331,0.0,0.0,0.0,0.0,0.0,0.0,0.00126,0.0,0.0,0.0
1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0
1333,0.0,0.0,0.0,0.0,0.0,0.0,0.00098,0.0,0.0,0.0
1334,0.0,0.0,0.0,0.0,0.0,0.0,0.00082,0.0,0.0,0.0
1335,0.0,0.0,0.0,0.0,0.0,0.0,0.00074,0.0,0.0,0.0
1336,0.0,0.0,0.0,0.0,0.0,0.0,0.00062,0.0,0.0,0.0
1337,0.0,0.0,0.0,0.0,0.0,0.0,0.00058,0.0,0.0,0.0
1338,0.0,0.0,0.0,0.0,0.0,0.0,0.00048,0.0,0.0,0.0
1339,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.0
1340,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.0,0.0,0.0
1341,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.0,0.0
1342,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0
1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0
1344,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.0
1345,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0
1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0
1347,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0
1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,0.0,0.0,0.0
1350,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0
1351,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.0,0.0
1352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.0,0.0
1355,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0
1356,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.0
1357,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
1358,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0
1359,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,0.0
1360,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0
1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0
1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0
1364,0.0,0.0,0.0,0.0,0.0,0.0,0.00031,0.0,0.0,0.0
1365,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0
1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.0,0.0
1369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,0.0
1372,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.0,0.0
1373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0
1377,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0
1378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0
1382,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,0.0,0.0,0.0
1383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,0.0
1386,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,0.0,0.0,0.0
1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0
1390,0.0,0.0,0.0,0.0,0.0,0.0,6e-05,0.0,0.0,0.0
1391,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,0.0
1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0
1395,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,0.0
1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.0,0.0
1399,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0
1400,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0
1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0
1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0
1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0
1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0
1470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0
1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0
1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0
1474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.0
1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0
1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013,0.0,0.0
1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0
1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-05,0.0,0.0
1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.0
1480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0
1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0
1482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0
1483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0
1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.0,0.0
1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0
1486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019,0.0,0.0
1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0
1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035,0.0,0.0
1489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0
1490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036,0.0,0.0
1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
1492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,0.0,0.0
1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044,0.0,0.0
1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044,0.0,0.0
1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055,0.0,0.0
1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00053,0.0,0.0
1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00069,0.0,0.0
1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066,0.0,0.0
1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057,0.0,0.0
1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00085,0.0,0.0
1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00095,0.0,0.0
1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00118,0.0,0.0
1504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00128,0.0,0.0
1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00132,0.0,0.0
1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0
1507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.0
1508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00204,0.0,0.0
1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00223,0.0,0.0
1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0
1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00299,0.0,0.0
1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00339,0.0,0.0
1513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00404,0.0,0.0
1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00471,0.0,0.0
1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00567,0.0,0.0
1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00663,0.0,0.0
1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00786,0.0,0.0
1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00942,0.0,0.0
1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01121,0.0,0.0
1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01347,0.0,0.0
1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01608,0.0,0.0
1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01938,0.0,0.0
1523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,0.0
1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02792,0.0,0.0
1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03341,0.0,0.0
1526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04009,0.0,0.0
1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04762,0.0,0.0
1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05643,0.0,0.0
1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06714,0.0,0.0
1530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07824,0.0,0.0
1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136,0.0,0.0
1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10654,0.0,0.0
1533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12285,0.0,0.0
1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14079,0.0,0.0
1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16125,0.0,0.0
1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18364,0.0,0.0
1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20654,0.0,0.0
1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23308,0.0,0.0
1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2623,0.0,0.0
1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29337,0.0,0.0
1541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32852,0.0,0.0
1542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36737,0.0,0.0
1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40615,0.0,0.0
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45084,0.0,0.0
1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49826,0.0,0.0
1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54405,0.0,0.0
1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59284,0.0,0.0
1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64023,0.0,0.0
1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68359,0.0,0.0
1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72173,0.0,0.0
1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75357,0.0,0.0
1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77747,0.0,0.0
1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79223,0.0,0.0
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80116,0.0,0.0
1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80176,0.0,0.0
1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7982,0.0,0.0
1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79068,0.0,0.0
1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78129,0.0,0.0
1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77084,0.0,0.0
1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75957,0.0,0.0
1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74928,0.0,0.0
1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74068,0.0,0.0
1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73295,0.0,0.0
1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72784,0.0,0.0
1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72493,0.0,0.0
1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72389,0.0,0.0
1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72565,0.0,0.0
1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72857,0.0,0.0
1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73355,0.0,0.0
1570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74086,0.0,0.0
1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74789,0.0,0.0
1572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75644,0.0,0.0
1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76678,0.0,0.0
1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77698,0.0,0.0
1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78859,0.0,0.0
1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80016,0.0,0.0
1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81189,0.0,0.0
1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82298,0.0,0.0
1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83396,0.0,0.0
1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84427,0.0,0.0
1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85336,0.0,0.0
1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86176,0.0,0.0
1583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86922,0.0,0.0
1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87644,0.0,0.0
1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88282,0.0,0.0
1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88883,0.0,0.0
1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89463,0.0,0.0
1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89837,0.0,0.0
1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90238,0.0,0.0
1590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90555,0.0,0.0
1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90816,0.0,0.0
1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91116,0.0,0.0
1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91374,0.0,0.0
1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91618,0.0,0.0
1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91957,0.0,0.0
1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92109,0.0,0.0
1597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92405,0.0,0.0
1598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92575,0.0,0.0
1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92606,0.0,0.0
1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92782,0.0,0.0
1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92917,0.0,0.0
1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93016,0.0,0.0
1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93204,0.0,0.0
1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93329,0.0,0.0
1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93412,0.0,0.0
1606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93516,0.0,0.0
1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93597,0.0,0.0
1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93607,0.0,0.0
1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93705,0.0,0.0
1610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93679,0.0,0.0
1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93713,0.0,0.0
1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93786,0.0,0.0
1613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93847,0.0,0.0
1614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93923,0.0,0.0
1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93963,0.0,0.0
1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93899,0.0,0.0
1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93832,0.0,0.0
1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93866,0.0,0.0
1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93823,0.0,0.0
1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93881,0.0,0.0
1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93756,0.0,0.0
1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93722,0.0,0.0
